source_id,target_id,relationship_type,confidence_bps,priority,reason_text
"prd_qm_dailyharvest_plum","prd_qm_kitchenleaf_groundnut_cooking_oil","COMPLEMENT","8400","10","This complements plum in a practical basket for the same shopping occasion."
"prd_qm_freshroute_peach","prd_qm_greenbasket_litchi","SAME_FAMILY","7600","5","A similar fresh produce choice can be suggested when the shopper is browsing this item."
"prd_qm_freshroute_peach","prd_qm_graincraft_rice_bran_oil","COMPLEMENT","8400","10","This complements peach in a practical basket for the same shopping occasion."
"prd_qm_greenbasket_litchi","prd_qm_dailyharvest_avocado","SAME_FAMILY","7600","5","A similar fresh produce choice can be suggested when the shopper is browsing this item."
"prd_qm_greenbasket_litchi","prd_qm_harvesthill_iodised_table_salt","COMPLEMENT","8400","10","This complements litchi in a practical basket for the same shopping occasion."
"prd_qm_dailyharvest_avocado","prd_qm_freshroute_hybrid_tomato","SAME_FAMILY","7600","5","A similar fresh produce choice can be suggested when the shopper is browsing this item."
"prd_qm_dailyharvest_avocado","prd_qm_kitchenleaf_cane_sugar","COMPLEMENT","8400","10","This complements avocado in a practical basket for the same shopping occasion."
"prd_qm_freshroute_hybrid_tomato","prd_qm_greenbasket_red_onion","SAME_FAMILY","7600","5","A similar fresh produce choice can be suggested when the shopper is browsing this item."
"prd_qm_freshroute_hybrid_tomato","prd_qm_graincraft_jaggery_powder","COMPLEMENT","8400","10","This complements hybrid tomato in a practical basket for the same shopping occasion."
"prd_qm_greenbasket_red_onion","prd_qm_dailyharvest_table_potato","SAME_FAMILY","7600","5","A similar fresh produce choice can be suggested when the shopper is browsing this item."
"prd_qm_greenbasket_red_onion","prd_qm_harvesthill_forest_honey","COMPLEMENT","8400","10","This complements red onion in a practical basket for the same shopping occasion."
"prd_qm_dailyharvest_table_potato","prd_qm_freshroute_green_capsicum","SAME_FAMILY","7600","5","A similar fresh produce choice can be suggested when the shopper is browsing this item."
"prd_qm_dailyharvest_table_potato","prd_qm_kitchenleaf_creamy_peanut_spread","COMPLEMENT","8400","10","This complements table potato in a practical basket for the same shopping occasion."
"prd_qm_freshroute_green_capsicum","prd_qm_greenbasket_robusta_banana","SAME_FAMILY","7600","5","A similar fresh produce choice can be suggested when the shopper is browsing this item."
"prd_qm_freshroute_green_capsicum","prd_qm_graincraft_tomato_cooking_sauce","COMPLEMENT","8400","10","This complements green capsicum in a practical basket for the same shopping occasion."
"prd_qm_harborcatch_chicken_curry_cut","prd_qm_meatbasket_chicken_breast_boneless","SAME_FAMILY","7600","5","A similar meat seafood choice can be suggested when the shopper is browsing this item."
"prd_qm_harborcatch_chicken_curry_cut","prd_qm_harvesthill_whole_wheat_flour","COMPLEMENT","8400","10","This complements chicken curry cut in a practical basket for the same shopping occasion."
"prd_qm_meatbasket_chicken_breast_boneless","prd_qm_coastalcut_chicken_thigh_boneless","SAME_FAMILY","7600","5","A similar meat seafood choice can be suggested when the shopper is browsing this item."
"prd_qm_meatbasket_chicken_breast_boneless","prd_qm_kitchenleaf_multigrain_flour","COMPLEMENT","8400","10","This complements chicken breast boneless in a practical basket for the same shopping occasion."
"prd_qm_coastalcut_chicken_thigh_boneless","prd_qm_harborcatch_chicken_leg_cut","SAME_FAMILY","7600","5","A similar meat seafood choice can be suggested when the shopper is browsing this item."
"prd_qm_coastalcut_chicken_thigh_boneless","prd_qm_graincraft_long_grain_rice","COMPLEMENT","8400","10","This complements chicken thigh boneless in a practical basket for the same shopping occasion."
"prd_qm_harborcatch_chicken_leg_cut","prd_qm_meatbasket_chicken_mince","SAME_FAMILY","7600","5","A similar meat seafood choice can be suggested when the shopper is browsing this item."
"prd_qm_harborcatch_chicken_leg_cut","prd_qm_harvesthill_aromatic_basmati_rice","COMPLEMENT","8400","10","This complements chicken leg cut in a practical basket for the same shopping occasion."
"prd_qm_meatbasket_chicken_mince","prd_qm_coastalcut_chicken_wings","SAME_FAMILY","7600","5","A similar meat seafood choice can be suggested when the shopper is browsing this item."
"prd_qm_meatbasket_chicken_mince","prd_qm_kitchenleaf_sona_masoori_rice","COMPLEMENT","8400","10","This complements chicken mince in a practical basket for the same shopping occasion."
"prd_qm_coastalcut_chicken_wings","prd_qm_harborcatch_chicken_tikka_cut","SAME_FAMILY","7600","5","A similar meat seafood choice can be suggested when the shopper is browsing this item."
"prd_qm_coastalcut_chicken_wings","prd_qm_graincraft_brown_rice","COMPLEMENT","8400","10","This complements chicken wings in a practical basket for the same shopping occasion."
"prd_qm_harborcatch_chicken_tikka_cut","prd_qm_meatbasket_chicken_drumsticks","SAME_FAMILY","7600","5","A similar meat seafood choice can be suggested when the shopper is browsing this item."
"prd_qm_harborcatch_chicken_tikka_cut","prd_qm_harvesthill_toor_dal","COMPLEMENT","8400","10","This complements chicken tikka cut in a practical basket for the same shopping occasion."
"prd_qm_meatbasket_chicken_drumsticks","prd_qm_coastalcut_whole_chicken_cleaned","SAME_FAMILY","7600","5","A similar meat seafood choice can be suggested when the shopper is browsing this item."
"prd_qm_meatbasket_chicken_drumsticks","prd_qm_kitchenleaf_split_moong_dal","COMPLEMENT","8400","10","This complements chicken drumsticks in a practical basket for the same shopping occasion."
"prd_qm_coastalcut_whole_chicken_cleaned","prd_qm_harborcatch_chicken_sausage","SAME_FAMILY","7600","5","A similar meat seafood choice can be suggested when the shopper is browsing this item."
"prd_qm_coastalcut_whole_chicken_cleaned","prd_qm_graincraft_red_lentils","COMPLEMENT","8400","10","This complements whole chicken cleaned in a practical basket for the same shopping occasion."
"prd_qm_harborcatch_chicken_sausage","prd_qm_meatbasket_rohu_curry_cut","SAME_FAMILY","7600","5","A similar meat seafood choice can be suggested when the shopper is browsing this item."
"prd_qm_harborcatch_chicken_sausage","prd_qm_harvesthill_chana_dal","COMPLEMENT","8400","10","This complements chicken sausage in a practical basket for the same shopping occasion."
"prd_qm_meatbasket_rohu_curry_cut","prd_qm_coastalcut_katla_curry_cut","SAME_FAMILY","7600","5","A similar meat seafood choice can be suggested when the shopper is browsing this item."
"prd_qm_meatbasket_rohu_curry_cut","prd_qm_kitchenleaf_kidney_beans","COMPLEMENT","8400","10","This complements rohu curry cut in a practical basket for the same shopping occasion."
"prd_qm_coastalcut_katla_curry_cut","prd_qm_harborcatch_rawas_fillet","SAME_FAMILY","7600","5","A similar meat seafood choice can be suggested when the shopper is browsing this item."
"prd_qm_coastalcut_katla_curry_cut","prd_qm_graincraft_kabuli_chickpeas","COMPLEMENT","8400","10","This complements katla curry cut in a practical basket for the same shopping occasion."
"prd_qm_harborcatch_rawas_fillet","prd_qm_meatbasket_basa_fillet","SAME_FAMILY","7600","5","A similar meat seafood choice can be suggested when the shopper is browsing this item."
"prd_qm_harborcatch_rawas_fillet","prd_qm_harvesthill_thick_poha","COMPLEMENT","8400","10","This complements rawas fillet in a practical basket for the same shopping occasion."
"prd_qm_meatbasket_basa_fillet","prd_qm_coastalcut_pomfret_cleaned","SAME_FAMILY","7600","5","A similar meat seafood choice can be suggested when the shopper is browsing this item."
"prd_qm_meatbasket_basa_fillet","prd_qm_kitchenleaf_semolina_rava","COMPLEMENT","8400","10","This complements basa fillet in a practical basket for the same shopping occasion."
"prd_qm_coastalcut_pomfret_cleaned","prd_qm_harborcatch_medium_prawns","SAME_FAMILY","7600","5","A similar meat seafood choice can be suggested when the shopper is browsing this item."
"prd_qm_coastalcut_pomfret_cleaned","prd_qm_graincraft_gram_flour","COMPLEMENT","8400","10","This complements pomfret cleaned in a practical basket for the same shopping occasion."
"prd_qm_harborcatch_medium_prawns","prd_qm_meatbasket_tiger_prawns","SAME_FAMILY","7600","5","A similar meat seafood choice can be suggested when the shopper is browsing this item."
"prd_qm_harborcatch_medium_prawns","prd_qm_harvesthill_finger_millet_flour","COMPLEMENT","8400","10","This complements medium prawns in a practical basket for the same shopping occasion."
"prd_qm_meatbasket_tiger_prawns","prd_qm_coastalcut_squid_rings","SAME_FAMILY","7600","5","A similar meat seafood choice can be suggested when the shopper is browsing this item."
"prd_qm_meatbasket_tiger_prawns","prd_qm_kitchenleaf_pearl_millet_flour","COMPLEMENT","8400","10","This complements tiger prawns in a practical basket for the same shopping occasion."
"prd_qm_coastalcut_squid_rings","prd_qm_harborcatch_mackerel_cleaned","SAME_FAMILY","7600","5","A similar meat seafood choice can be suggested when the shopper is browsing this item."
"prd_qm_coastalcut_squid_rings","prd_qm_graincraft_sorghum_flour","COMPLEMENT","8400","10","This complements squid rings in a practical basket for the same shopping occasion."
"prd_qm_harborcatch_mackerel_cleaned","prd_qm_meatbasket_surmai_steaks","SAME_FAMILY","7600","5","A similar meat seafood choice can be suggested when the shopper is browsing this item."
"prd_qm_harborcatch_mackerel_cleaned","prd_qm_harvesthill_broken_wheat","COMPLEMENT","8400","10","This complements mackerel cleaned in a practical basket for the same shopping occasion."
"prd_qm_meatbasket_surmai_steaks","prd_qm_coastalcut_salmon_fillet","SAME_FAMILY","7600","5","A similar meat seafood choice can be suggested when the shopper is browsing this item."
"prd_qm_meatbasket_surmai_steaks","prd_qm_kitchenleaf_quinoa_grain","COMPLEMENT","8400","10","This complements surmai steaks in a practical basket for the same shopping occasion."
"prd_qm_coastalcut_salmon_fillet","prd_qm_harborcatch_fish_fry_cut","SAME_FAMILY","7600","5","A similar meat seafood choice can be suggested when the shopper is browsing this item."
"prd_qm_coastalcut_salmon_fillet","prd_qm_graincraft_sunflower_cooking_oil","COMPLEMENT","8400","10","This complements salmon fillet in a practical basket for the same shopping occasion."
"prd_qm_harborcatch_fish_fry_cut","prd_qm_meatbasket_whole_crab","SAME_FAMILY","7600","5","A similar meat seafood choice can be suggested when the shopper is browsing this item."
"prd_qm_harborcatch_fish_fry_cut","prd_qm_harvesthill_mustard_cooking_oil","COMPLEMENT","8400","10","This complements fish fry cut in a practical basket for the same shopping occasion."
"prd_qm_meatbasket_whole_crab","prd_qm_coastalcut_anchovy_cleaned","SAME_FAMILY","7600","5","A similar meat seafood choice can be suggested when the shopper is browsing this item."
"prd_qm_meatbasket_whole_crab","prd_qm_kitchenleaf_groundnut_cooking_oil","COMPLEMENT","8400","10","This complements whole crab in a practical basket for the same shopping occasion."
"prd_qm_coastalcut_anchovy_cleaned","prd_qm_harborcatch_lamb_curry_cut","SAME_FAMILY","7600","5","A similar meat seafood choice can be suggested when the shopper is browsing this item."
"prd_qm_coastalcut_anchovy_cleaned","prd_qm_graincraft_rice_bran_oil","COMPLEMENT","8400","10","This complements anchovy cleaned in a practical basket for the same shopping occasion."
"prd_qm_harborcatch_lamb_curry_cut","prd_qm_meatbasket_mutton_mince","SAME_FAMILY","7600","5","A similar meat seafood choice can be suggested when the shopper is browsing this item."
"prd_qm_harborcatch_lamb_curry_cut","prd_qm_harvesthill_iodised_table_salt","COMPLEMENT","8400","10","This complements lamb curry cut in a practical basket for the same shopping occasion."
"prd_qm_meatbasket_mutton_mince","prd_qm_coastalcut_mutton_chops","SAME_FAMILY","7600","5","A similar meat seafood choice can be suggested when the shopper is browsing this item."
"prd_qm_meatbasket_mutton_mince","prd_qm_kitchenleaf_cane_sugar","COMPLEMENT","8400","10","This complements mutton mince in a practical basket for the same shopping occasion."
"prd_qm_coastalcut_mutton_chops","prd_qm_harborcatch_turkey_slices","SAME_FAMILY","7600","5","A similar meat seafood choice can be suggested when the shopper is browsing this item."
"prd_qm_coastalcut_mutton_chops","prd_qm_graincraft_jaggery_powder","COMPLEMENT","8400","10","This complements mutton chops in a practical basket for the same shopping occasion."
"prd_qm_harborcatch_turkey_slices","prd_qm_meatbasket_marinated_chicken_tikka","SAME_FAMILY","7600","5","A similar meat seafood choice can be suggested when the shopper is browsing this item."
"prd_qm_harborcatch_turkey_slices","prd_qm_harvesthill_forest_honey","COMPLEMENT","8400","10","This complements turkey slices in a practical basket for the same shopping occasion."
"prd_qm_meatbasket_marinated_chicken_tikka","prd_qm_coastalcut_fish_curry_pieces","SAME_FAMILY","7600","5","A similar meat seafood choice can be suggested when the shopper is browsing this item."
"prd_qm_meatbasket_marinated_chicken_tikka","prd_qm_kitchenleaf_creamy_peanut_spread","COMPLEMENT","8400","10","This complements marinated chicken tikka in a practical basket for the same shopping occasion."
"prd_qm_coastalcut_fish_curry_pieces","prd_qm_harborcatch_chicken_curry_cut","SAME_FAMILY","7600","5","A similar meat seafood choice can be suggested when the shopper is browsing this item."
"prd_qm_coastalcut_fish_curry_pieces","prd_qm_graincraft_tomato_cooking_sauce","COMPLEMENT","8400","10","This complements fish curry pieces in a practical basket for the same shopping occasion."
"prd_qm_cleanora_everyday_laundry_powder","prd_qm_homekind_top_load_laundry_powder","SAME_FAMILY","7600","5","A similar household choice can be suggested when the shopper is browsing this item."
"prd_qm_cleanora_everyday_laundry_powder","prd_qm_carebloom_fluoride_toothpaste","COMPLEMENT","8400","10","This complements everyday laundry powder in a practical basket for the same shopping occasion."
"prd_qm_homekind_top_load_laundry_powder","prd_qm_brightnest_front_load_laundry_liquid","SAME_FAMILY","7600","5","A similar household choice can be suggested when the shopper is browsing this item."
"prd_qm_homekind_top_load_laundry_powder","prd_qm_everyday_aura_fresh_mint_gel","COMPLEMENT","8400","10","This complements top load laundry powder in a practical basket for the same shopping occasion."
"prd_qm_brightnest_front_load_laundry_liquid","prd_qm_cleanora_fabric_softener_fresh","SAME_FAMILY","7600","5","A similar household choice can be suggested when the shopper is browsing this item."
"prd_qm_brightnest_front_load_laundry_liquid","prd_qm_softroot_sensitive_teeth_paste","COMPLEMENT","8400","10","This complements front load laundry liquid in a practical basket for the same shopping occasion."
"prd_qm_cleanora_fabric_softener_fresh","prd_qm_homekind_delicate_garment_wash","SAME_FAMILY","7600","5","A similar household choice can be suggested when the shopper is browsing this item."
"prd_qm_cleanora_fabric_softener_fresh","prd_qm_carebloom_herbal_neem_paste","COMPLEMENT","8400","10","This complements fabric softener fresh in a practical basket for the same shopping occasion."
"prd_qm_homekind_delicate_garment_wash","prd_qm_brightnest_lemon_dish_gel","SAME_FAMILY","7600","5","A similar household choice can be suggested when the shopper is browsing this item."
"prd_qm_homekind_delicate_garment_wash","prd_qm_everyday_aura_kids_fruit_toothpaste","COMPLEMENT","8400","10","This complements delicate garment wash in a practical basket for the same shopping occasion."
"prd_qm_brightnest_lemon_dish_gel","prd_qm_cleanora_dish_scrub_bar","SAME_FAMILY","7600","5","A similar household choice can be suggested when the shopper is browsing this item."
"prd_qm_brightnest_lemon_dish_gel","prd_qm_softroot_whitening_toothpaste","COMPLEMENT","8400","10","This complements lemon dish gel in a practical basket for the same shopping occasion."
"prd_qm_cleanora_dish_scrub_bar","prd_qm_homekind_toilet_bowl_cleaner","SAME_FAMILY","7600","5","A similar household choice can be suggested when the shopper is browsing this item."
"prd_qm_cleanora_dish_scrub_bar","prd_qm_carebloom_mild_mouthwash","COMPLEMENT","8400","10","This complements dish scrub bar in a practical basket for the same shopping occasion."
"prd_qm_homekind_toilet_bowl_cleaner","prd_qm_brightnest_bathroom_surface_cleaner","SAME_FAMILY","7600","5","A similar household choice can be suggested when the shopper is browsing this item."
"prd_qm_homekind_toilet_bowl_cleaner","prd_qm_everyday_aura_cool_mint_mouthwash","COMPLEMENT","8400","10","This complements toilet bowl cleaner in a practical basket for the same shopping occasion."
"prd_qm_brightnest_bathroom_surface_cleaner","prd_qm_cleanora_citrus_floor_disinfectant","SAME_FAMILY","7600","5","A similar household choice can be suggested when the shopper is browsing this item."
"prd_qm_brightnest_bathroom_surface_cleaner","prd_qm_softroot_soft_bristle_brush","COMPLEMENT","8400","10","This complements bathroom surface cleaner in a practical basket for the same shopping occasion."
"prd_qm_cleanora_citrus_floor_disinfectant","prd_qm_homekind_floral_floor_disinfectant","SAME_FAMILY","7600","5","A similar household choice can be suggested when the shopper is browsing this item."
"prd_qm_cleanora_citrus_floor_disinfectant","prd_qm_carebloom_medium_bristle_brush","COMPLEMENT","8400","10","This complements citrus floor disinfectant in a practical basket for the same shopping occasion."
"prd_qm_homekind_floral_floor_disinfectant","prd_qm_brightnest_glass_and_mirror_spray","SAME_FAMILY","7600","5","A similar household choice can be suggested when the shopper is browsing this item."
"prd_qm_homekind_floral_floor_disinfectant","prd_qm_everyday_aura_tongue_cleaner","COMPLEMENT","8400","10","This complements floral floor disinfectant in a practical basket for the same shopping occasion."
"prd_qm_brightnest_glass_and_mirror_spray","prd_qm_cleanora_kitchen_degreaser","SAME_FAMILY","7600","5","A similar household choice can be suggested when the shopper is browsing this item."
"prd_qm_brightnest_glass_and_mirror_spray","prd_qm_softroot_dental_floss","COMPLEMENT","8400","10","This complements glass and mirror spray in a practical basket for the same shopping occasion."
"prd_qm_cleanora_kitchen_degreaser","prd_qm_homekind_stain_lift_powder","SAME_FAMILY","7600","5","A similar household choice can be suggested when the shopper is browsing this item."
"prd_qm_cleanora_kitchen_degreaser","prd_qm_carebloom_moisture_bath_bar","COMPLEMENT","8400","10","This complements kitchen degreaser in a practical basket for the same shopping occasion."
"prd_qm_homekind_stain_lift_powder","prd_qm_brightnest_chlorine_bleach_liquid","SAME_FAMILY","7600","5","A similar household choice can be suggested when the shopper is browsing this item."
"prd_qm_homekind_stain_lift_powder","prd_qm_everyday_aura_gentle_body_wash","COMPLEMENT","8400","10","This complements stain lift powder in a practical basket for the same shopping occasion."
"prd_qm_brightnest_chlorine_bleach_liquid","prd_qm_cleanora_drain_unblocker","SAME_FAMILY","7600","5","A similar household choice can be suggested when the shopper is browsing this item."
"prd_qm_brightnest_chlorine_bleach_liquid","prd_qm_softroot_citrus_hand_wash","COMPLEMENT","8400","10","This complements chlorine bleach liquid in a practical basket for the same shopping occasion."
"prd_qm_cleanora_drain_unblocker","prd_qm_homekind_room_freshener_linen","SAME_FAMILY","7600","5","A similar household choice can be suggested when the shopper is browsing this item."
"prd_qm_cleanora_drain_unblocker","prd_qm_carebloom_daily_body_lotion","COMPLEMENT","8400","10","This complements drain unblocker in a practical basket for the same shopping occasion."
"prd_qm_homekind_room_freshener_linen","prd_qm_brightnest_mosquito_repellent_refill","SAME_FAMILY","7600","5","A similar household choice can be suggested when the shopper is browsing this item."
"prd_qm_homekind_room_freshener_linen","prd_qm_everyday_aura_shea_body_cream","COMPLEMENT","8400","10","This complements room freshener linen in a practical basket for the same shopping occasion."
"prd_qm_brightnest_mosquito_repellent_refill","prd_qm_cleanora_flying_insect_spray","SAME_FAMILY","7600","5","A similar household choice can be suggested when the shopper is browsing this item."
"prd_qm_brightnest_mosquito_repellent_refill","prd_qm_softroot_lip_balm_mint","COMPLEMENT","8400","10","This complements mosquito repellent refill in a practical basket for the same shopping occasion."
"prd_qm_cleanora_flying_insect_spray","prd_qm_homekind_cockroach_control_spray","SAME_FAMILY","7600","5","A similar household choice can be suggested when the shopper is browsing this item."
"prd_qm_cleanora_flying_insect_spray","prd_qm_carebloom_face_wash_foaming","COMPLEMENT","8400","10","This complements flying insect spray in a practical basket for the same shopping occasion."
"prd_qm_homekind_cockroach_control_spray","prd_qm_brightnest_floor_wiper","SAME_FAMILY","7600","5","A similar household choice can be suggested when the shopper is browsing this item."
"prd_qm_homekind_cockroach_control_spray","prd_qm_everyday_aura_neem_face_wash","COMPLEMENT","8400","10","This complements cockroach control spray in a practical basket for the same shopping occasion."
"prd_qm_brightnest_floor_wiper","prd_qm_cleanora_microfiber_cleaning_cloth","SAME_FAMILY","7600","5","A similar household choice can be suggested when the shopper is browsing this item."
"prd_qm_brightnest_floor_wiper","prd_qm_softroot_sun_protection_lotion","COMPLEMENT","8400","10","This complements floor wiper in a practical basket for the same shopping occasion."
"prd_qm_cleanora_microfiber_cleaning_cloth","prd_qm_homekind_heavy_duty_garbage_bags","SAME_FAMILY","7600","5","A similar household choice can be suggested when the shopper is browsing this item."
"prd_qm_cleanora_microfiber_cleaning_cloth","prd_qm_carebloom_anti_dandruff_shampoo","COMPLEMENT","8400","10","This complements microfiber cleaning cloth in a practical basket for the same shopping occasion."
"prd_qm_homekind_heavy_duty_garbage_bags","prd_qm_brightnest_steel_scrub_pads","SAME_FAMILY","7600","5","A similar household choice can be suggested when the shopper is browsing this item."
"prd_qm_homekind_heavy_duty_garbage_bags","prd_qm_everyday_aura_daily_clean_shampoo","COMPLEMENT","8400","10","This complements heavy duty garbage bags in a practical basket for the same shopping occasion."
"prd_qm_brightnest_steel_scrub_pads","prd_qm_cleanora_foam_cleaning_sponge","SAME_FAMILY","7600","5","A similar household choice can be suggested when the shopper is browsing this item."
"prd_qm_brightnest_steel_scrub_pads","prd_qm_softroot_smooth_hair_shampoo","COMPLEMENT","8400","10","This complements steel scrub pads in a practical basket for the same shopping occasion."
"prd_qm_cleanora_foam_cleaning_sponge","prd_qm_homekind_shoe_cleaning_foam","SAME_FAMILY","7600","5","A similar household choice can be suggested when the shopper is browsing this item."
"prd_qm_cleanora_foam_cleaning_sponge","prd_qm_carebloom_repair_conditioner","COMPLEMENT","8400","10","This complements foam cleaning sponge in a practical basket for the same shopping occasion."
"prd_qm_homekind_shoe_cleaning_foam","prd_qm_brightnest_wood_surface_polish","SAME_FAMILY","7600","5","A similar household choice can be suggested when the shopper is browsing this item."
"prd_qm_homekind_shoe_cleaning_foam","prd_qm_everyday_aura_coconut_hair_oil","COMPLEMENT","8400","10","This complements shoe cleaning foam in a practical basket for the same shopping occasion."
"prd_qm_brightnest_wood_surface_polish","prd_qm_cleanora_car_dashboard_cleaner","SAME_FAMILY","7600","5","A similar household choice can be suggested when the shopper is browsing this item."
"prd_qm_brightnest_wood_surface_polish","prd_qm_softroot_almond_hair_oil","COMPLEMENT","8400","10","This complements wood surface polish in a practical basket for the same shopping occasion."
"prd_qm_cleanora_car_dashboard_cleaner","prd_qm_homekind_fabric_freshener","SAME_FAMILY","7600","5","A similar household choice can be suggested when the shopper is browsing this item."
"prd_qm_cleanora_car_dashboard_cleaner","prd_qm_carebloom_styling_hair_gel","COMPLEMENT","8400","10","This complements car dashboard cleaner in a practical basket for the same shopping occasion."
"prd_qm_homekind_fabric_freshener","prd_qm_brightnest_bathroom_scrub_powder","SAME_FAMILY","7600","5","A similar household choice can be suggested when the shopper is browsing this item."
"prd_qm_homekind_fabric_freshener","prd_qm_everyday_aura_roll_on_deodorant","COMPLEMENT","8400","10","This complements fabric freshener in a practical basket for the same shopping occasion."
"prd_qm_brightnest_bathroom_scrub_powder","prd_qm_cleanora_everyday_laundry_powder","SAME_FAMILY","7600","5","A similar household choice can be suggested when the shopper is browsing this item."
"prd_qm_brightnest_bathroom_scrub_powder","prd_qm_softroot_fresh_spray_deodorant","COMPLEMENT","8400","10","This complements bathroom scrub powder in a practical basket for the same shopping occasion."
"prd_qm_carebloom_fluoride_toothpaste","prd_qm_everyday_aura_fresh_mint_gel","SAME_FAMILY","7600","5","A similar personal care choice can be suggested when the shopper is browsing this item."
"prd_qm_carebloom_fluoride_toothpaste","prd_qm_cleanora_everyday_laundry_powder","COMPLEMENT","8400","10","This complements fluoride toothpaste in a practical basket for the same shopping occasion."
"prd_qm_everyday_aura_fresh_mint_gel","prd_qm_softroot_sensitive_teeth_paste","SAME_FAMILY","7600","5","A similar personal care choice can be suggested when the shopper is browsing this item."
"prd_qm_everyday_aura_fresh_mint_gel","prd_qm_homekind_top_load_laundry_powder","COMPLEMENT","8400","10","This complements fresh mint gel in a practical basket for the same shopping occasion."
"prd_qm_softroot_sensitive_teeth_paste","prd_qm_carebloom_herbal_neem_paste","SAME_FAMILY","7600","5","A similar personal care choice can be suggested when the shopper is browsing this item."
"prd_qm_softroot_sensitive_teeth_paste","prd_qm_brightnest_front_load_laundry_liquid","COMPLEMENT","8400","10","This complements sensitive teeth paste in a practical basket for the same shopping occasion."
"prd_qm_carebloom_herbal_neem_paste","prd_qm_everyday_aura_kids_fruit_toothpaste","SAME_FAMILY","7600","5","A similar personal care choice can be suggested when the shopper is browsing this item."
"prd_qm_carebloom_herbal_neem_paste","prd_qm_cleanora_fabric_softener_fresh","COMPLEMENT","8400","10","This complements herbal neem paste in a practical basket for the same shopping occasion."
"prd_qm_everyday_aura_kids_fruit_toothpaste","prd_qm_softroot_whitening_toothpaste","SAME_FAMILY","7600","5","A similar personal care choice can be suggested when the shopper is browsing this item."
"prd_qm_everyday_aura_kids_fruit_toothpaste","prd_qm_homekind_delicate_garment_wash","COMPLEMENT","8400","10","This complements kids fruit toothpaste in a practical basket for the same shopping occasion."
"prd_qm_softroot_whitening_toothpaste","prd_qm_carebloom_mild_mouthwash","SAME_FAMILY","7600","5","A similar personal care choice can be suggested when the shopper is browsing this item."
"prd_qm_softroot_whitening_toothpaste","prd_qm_brightnest_lemon_dish_gel","COMPLEMENT","8400","10","This complements whitening toothpaste in a practical basket for the same shopping occasion."
"prd_qm_carebloom_mild_mouthwash","prd_qm_everyday_aura_cool_mint_mouthwash","SAME_FAMILY","7600","5","A similar personal care choice can be suggested when the shopper is browsing this item."
"prd_qm_carebloom_mild_mouthwash","prd_qm_cleanora_dish_scrub_bar","COMPLEMENT","8400","10","This complements mild mouthwash in a practical basket for the same shopping occasion."
"prd_qm_everyday_aura_cool_mint_mouthwash","prd_qm_softroot_soft_bristle_brush","SAME_FAMILY","7600","5","A similar personal care choice can be suggested when the shopper is browsing this item."
"prd_qm_everyday_aura_cool_mint_mouthwash","prd_qm_homekind_toilet_bowl_cleaner","COMPLEMENT","8400","10","This complements cool mint mouthwash in a practical basket for the same shopping occasion."
"prd_qm_softroot_soft_bristle_brush","prd_qm_carebloom_medium_bristle_brush","SAME_FAMILY","7600","5","A similar personal care choice can be suggested when the shopper is browsing this item."
"prd_qm_softroot_soft_bristle_brush","prd_qm_brightnest_bathroom_surface_cleaner","COMPLEMENT","8400","10","This complements soft bristle brush in a practical basket for the same shopping occasion."
"prd_qm_carebloom_medium_bristle_brush","prd_qm_everyday_aura_tongue_cleaner","SAME_FAMILY","7600","5","A similar personal care choice can be suggested when the shopper is browsing this item."
"prd_qm_carebloom_medium_bristle_brush","prd_qm_cleanora_citrus_floor_disinfectant","COMPLEMENT","8400","10","This complements medium bristle brush in a practical basket for the same shopping occasion."
"prd_qm_everyday_aura_tongue_cleaner","prd_qm_softroot_dental_floss","SAME_FAMILY","7600","5","A similar personal care choice can be suggested when the shopper is browsing this item."
"prd_qm_everyday_aura_tongue_cleaner","prd_qm_homekind_floral_floor_disinfectant","COMPLEMENT","8400","10","This complements tongue cleaner in a practical basket for the same shopping occasion."
"prd_qm_softroot_dental_floss","prd_qm_carebloom_moisture_bath_bar","SAME_FAMILY","7600","5","A similar personal care choice can be suggested when the shopper is browsing this item."
"prd_qm_softroot_dental_floss","prd_qm_brightnest_glass_and_mirror_spray","COMPLEMENT","8400","10","This complements dental floss in a practical basket for the same shopping occasion."
"prd_qm_carebloom_moisture_bath_bar","prd_qm_everyday_aura_gentle_body_wash","SAME_FAMILY","7600","5","A similar personal care choice can be suggested when the shopper is browsing this item."
"prd_qm_carebloom_moisture_bath_bar","prd_qm_cleanora_kitchen_degreaser","COMPLEMENT","8400","10","This complements moisture bath bar in a practical basket for the same shopping occasion."
"prd_qm_everyday_aura_gentle_body_wash","prd_qm_softroot_citrus_hand_wash","SAME_FAMILY","7600","5","A similar personal care choice can be suggested when the shopper is browsing this item."
"prd_qm_everyday_aura_gentle_body_wash","prd_qm_homekind_stain_lift_powder","COMPLEMENT","8400","10","This complements gentle body wash in a practical basket for the same shopping occasion."
"prd_qm_softroot_citrus_hand_wash","prd_qm_carebloom_daily_body_lotion","SAME_FAMILY","7600","5","A similar personal care choice can be suggested when the shopper is browsing this item."
"prd_qm_softroot_citrus_hand_wash","prd_qm_brightnest_chlorine_bleach_liquid","COMPLEMENT","8400","10","This complements citrus hand wash in a practical basket for the same shopping occasion."
"prd_qm_carebloom_daily_body_lotion","prd_qm_everyday_aura_shea_body_cream","SAME_FAMILY","7600","5","A similar personal care choice can be suggested when the shopper is browsing this item."
