product_id,name,brand,brand_id,category,category_id,subcategory,subcategory_id,description,dietary_tags_json,allergen_tags_json,ingredients_text,aliases_json,country_of_origin_code,attributes_json,lifecycle,rating,reviews,nutrition_per_100g_json
"prd_qm_fizzyleaf_classic_black_tea","Classic Black Tea","FizzyLeaf","brand_qm_fizzyleaf","beverages","cat_qm_beverages","drinks_tea_coffee_juice","subcat_qm_drinks_tea_coffee_juice","Ready-to-drink beverage for refreshment, hydration, breakfast or a chilled break.","[""vegetarian""]","[""milk""]","Water, tea leaves, coffee, fruit juice or pulp, sugar, milk or flavouring","[""classic black tea"",""drinks"",""fizzyleaf classic black tea""]","IN","{""storage"":""ambient"",""serve_chilled"":true,""pack_size"":""750 ml""}","active","4.4","7754","{""energy"":44,""protein"":0.5,""total_sugar"":10,""added_sugar"":8,""total_fat"":0.2}"
"prd_qm_pourhouse_cardamom_tea","Cardamom Tea","PourHouse","brand_qm_pourhouse","beverages","cat_qm_beverages","drinks_tea_coffee_juice","subcat_qm_drinks_tea_coffee_juice","Ready-to-drink beverage for refreshment, hydration, breakfast or a chilled break.","[""vegetarian""]","[""milk""]","Water, tea leaves, coffee, fruit juice or pulp, sugar, milk or flavouring","[""cardamom tea"",""drinks"",""pourhouse cardamom tea""]","IN","{""storage"":""ambient"",""serve_chilled"":true,""pack_size"":""750 ml""}","active","4.7","7927","{""energy"":44,""protein"":0.5,""total_sugar"":10,""added_sugar"":8,""total_fat"":0.2}"
"prd_qm_sunsip_green_tea_bags","Green Tea Bags","SunSip","brand_qm_sunsip","beverages","cat_qm_beverages","drinks_tea_coffee_juice","subcat_qm_drinks_tea_coffee_juice","Ready-to-drink beverage for refreshment, hydration, breakfast or a chilled break.","[""vegetarian""]","[""milk""]","Water, tea leaves, coffee, fruit juice or pulp, sugar, milk or flavouring","[""green tea bags"",""drinks"",""sunsip green tea bags""]","IN","{""storage"":""ambient"",""serve_chilled"":true,""pack_size"":""750 ml""}","active","4.1","8100","{""energy"":44,""protein"":0.5,""total_sugar"":10,""added_sugar"":8,""total_fat"":0.2}"
"prd_qm_fizzyleaf_ginger_tulsi_tea","Ginger Tulsi Tea","FizzyLeaf","brand_qm_fizzyleaf","beverages","cat_qm_beverages","drinks_tea_coffee_juice","subcat_qm_drinks_tea_coffee_juice","Ready-to-drink beverage for refreshment, hydration, breakfast or a chilled break.","[""vegetarian""]","[""milk""]","Water, tea leaves, coffee, fruit juice or pulp, sugar, milk or flavouring","[""ginger tulsi tea"",""drinks"",""fizzyleaf ginger tulsi tea""]","IN","{""storage"":""ambient"",""serve_chilled"":true,""pack_size"":""750 ml""}","active","4.4","8273","{""energy"":44,""protein"":0.5,""total_sugar"":10,""added_sugar"":8,""total_fat"":0.2}"
"prd_qm_pourhouse_instant_coffee_original","Instant Coffee Original","PourHouse","brand_qm_pourhouse","beverages","cat_qm_beverages","drinks_tea_coffee_juice","subcat_qm_drinks_tea_coffee_juice","Ready-to-drink beverage for refreshment, hydration, breakfast or a chilled break.","[""vegetarian""]","[""milk""]","Water, tea leaves, coffee, fruit juice or pulp, sugar, milk or flavouring","[""instant coffee original"",""drinks"",""pourhouse instant coffee original""]","IN","{""storage"":""ambient"",""serve_chilled"":true,""pack_size"":""750 ml""}","active","4.7","8446","{""energy"":44,""protein"":0.5,""total_sugar"":10,""added_sugar"":8,""total_fat"":0.2}"
"prd_qm_sunsip_dark_roast_coffee","Dark Roast Coffee","SunSip","brand_qm_sunsip","beverages","cat_qm_beverages","drinks_tea_coffee_juice","subcat_qm_drinks_tea_coffee_juice","Ready-to-drink beverage for refreshment, hydration, breakfast or a chilled break.","[""vegetarian""]","[""milk""]","Water, tea leaves, coffee, fruit juice or pulp, sugar, milk or flavouring","[""dark roast coffee"",""drinks"",""sunsip dark roast coffee""]","IN","{""storage"":""ambient"",""serve_chilled"":true,""pack_size"":""750 ml""}","active","4.1","8619","{""energy"":44,""protein"":0.5,""total_sugar"":10,""added_sugar"":8,""total_fat"":0.2}"
"prd_qm_fizzyleaf_filter_coffee_blend","Filter Coffee Blend","FizzyLeaf","brand_qm_fizzyleaf","beverages","cat_qm_beverages","drinks_tea_coffee_juice","subcat_qm_drinks_tea_coffee_juice","Ready-to-drink beverage for refreshment, hydration, breakfast or a chilled break.","[""vegetarian""]","[""milk""]","Water, tea leaves, coffee, fruit juice or pulp, sugar, milk or flavouring","[""filter coffee blend"",""drinks"",""fizzyleaf filter coffee blend""]","IN","{""storage"":""ambient"",""serve_chilled"":true,""pack_size"":""750 ml""}","active","4.4","8792","{""energy"":44,""protein"":0.5,""total_sugar"":10,""added_sugar"":8,""total_fat"":0.2}"
"prd_qm_pourhouse_cold_coffee_can","Cold Coffee Can","PourHouse","brand_qm_pourhouse","beverages","cat_qm_beverages","drinks_tea_coffee_juice","subcat_qm_drinks_tea_coffee_juice","Ready-to-drink beverage for refreshment, hydration, breakfast or a chilled break.","[""vegetarian""]","[""milk""]","Water, tea leaves, coffee, fruit juice or pulp, sugar, milk or flavouring","[""cold coffee can"",""drinks"",""pourhouse cold coffee can""]","IN","{""storage"":""ambient"",""serve_chilled"":true,""pack_size"":""750 ml""}","active","4.7","8965","{""energy"":44,""protein"":0.5,""total_sugar"":10,""added_sugar"":8,""total_fat"":0.2}"
"prd_qm_sunsip_cocoa_malt_drink","Cocoa Malt Drink","SunSip","brand_qm_sunsip","beverages","cat_qm_beverages","drinks_tea_coffee_juice","subcat_qm_drinks_tea_coffee_juice","Ready-to-drink beverage for refreshment, hydration, breakfast or a chilled break.","[""vegetarian""]","[""milk""]","Water, tea leaves, coffee, fruit juice or pulp, sugar, milk or flavouring","[""cocoa malt drink"",""drinks"",""sunsip cocoa malt drink""]","IN","{""storage"":""ambient"",""serve_chilled"":true,""pack_size"":""750 ml""}","active","4.1","9138","{""energy"":44,""protein"":0.5,""total_sugar"":10,""added_sugar"":8,""total_fat"":0.2}"
"prd_qm_fizzyleaf_salted_buttermilk","Salted Buttermilk","FizzyLeaf","brand_qm_fizzyleaf","beverages","cat_qm_beverages","drinks_tea_coffee_juice","subcat_qm_drinks_tea_coffee_juice","Ready-to-drink beverage for refreshment, hydration, breakfast or a chilled break.","[""vegetarian""]","[""milk""]","Water, tea leaves, coffee, fruit juice or pulp, sugar, milk or flavouring","[""salted buttermilk"",""drinks"",""fizzyleaf salted buttermilk""]","IN","{""storage"":""ambient"",""serve_chilled"":true,""pack_size"":""750 ml""}","active","4.4","9311","{""energy"":44,""protein"":0.5,""total_sugar"":10,""added_sugar"":8,""total_fat"":0.2}"
"prd_qm_pourhouse_plain_lassi","Plain Lassi","PourHouse","brand_qm_pourhouse","beverages","cat_qm_beverages","drinks_tea_coffee_juice","subcat_qm_drinks_tea_coffee_juice","Ready-to-drink beverage for refreshment, hydration, breakfast or a chilled break.","[""vegetarian""]","[""milk""]","Water, tea leaves, coffee, fruit juice or pulp, sugar, milk or flavouring","[""plain lassi"",""drinks"",""pourhouse plain lassi""]","IN","{""storage"":""ambient"",""serve_chilled"":true,""pack_size"":""750 ml""}","active","4.7","9484","{""energy"":44,""protein"":0.5,""total_sugar"":10,""added_sugar"":8,""total_fat"":0.2}"
"prd_qm_sunsip_mango_lassi","Mango Lassi","SunSip","brand_qm_sunsip","beverages","cat_qm_beverages","drinks_tea_coffee_juice","subcat_qm_drinks_tea_coffee_juice","Ready-to-drink beverage for refreshment, hydration, breakfast or a chilled break.","[""vegetarian""]","[""milk""]","Water, tea leaves, coffee, fruit juice or pulp, sugar, milk or flavouring","[""mango lassi"",""drinks"",""sunsip mango lassi""]","IN","{""storage"":""ambient"",""serve_chilled"":true,""pack_size"":""750 ml""}","active","4.1","9657","{""energy"":44,""protein"":0.5,""total_sugar"":10,""added_sugar"":8,""total_fat"":0.2}"
"prd_qm_fizzyleaf_berry_fruit_drink","Berry Fruit Drink","FizzyLeaf","brand_qm_fizzyleaf","beverages","cat_qm_beverages","drinks_tea_coffee_juice","subcat_qm_drinks_tea_coffee_juice","Ready-to-drink beverage for refreshment, hydration, breakfast or a chilled break.","[""vegetarian""]","[""milk""]","Water, tea leaves, coffee, fruit juice or pulp, sugar, milk or flavouring","[""berry fruit drink"",""drinks"",""fizzyleaf berry fruit drink""]","IN","{""storage"":""ambient"",""serve_chilled"":true,""pack_size"":""750 ml""}","active","4.4","9830","{""energy"":44,""protein"":0.5,""total_sugar"":10,""added_sugar"":8,""total_fat"":0.2}"
"prd_qm_pourhouse_pomegranate_juice","Pomegranate Juice","PourHouse","brand_qm_pourhouse","beverages","cat_qm_beverages","drinks_tea_coffee_juice","subcat_qm_drinks_tea_coffee_juice","Ready-to-drink beverage for refreshment, hydration, breakfast or a chilled break.","[""vegetarian""]","[""milk""]","Water, tea leaves, coffee, fruit juice or pulp, sugar, milk or flavouring","[""pomegranate juice"",""drinks"",""pourhouse pomegranate juice""]","IN","{""storage"":""ambient"",""serve_chilled"":true,""pack_size"":""750 ml""}","active","4.7","10003","{""energy"":44,""protein"":0.5,""total_sugar"":10,""added_sugar"":8,""total_fat"":0.2}"
"prd_qm_sunsip_apple_juice","Apple Juice","SunSip","brand_qm_sunsip","beverages","cat_qm_beverages","drinks_tea_coffee_juice","subcat_qm_drinks_tea_coffee_juice","Ready-to-drink beverage for refreshment, hydration, breakfast or a chilled break.","[""vegetarian""]","[""milk""]","Water, tea leaves, coffee, fruit juice or pulp, sugar, milk or flavouring","[""apple juice"",""drinks"",""sunsip apple juice""]","IN","{""storage"":""ambient"",""serve_chilled"":true,""pack_size"":""750 ml""}","active","4.1","10176","{""energy"":44,""protein"":0.5,""total_sugar"":10,""added_sugar"":8,""total_fat"":0.2}"
"prd_qm_fizzyleaf_orange_juice","Orange Juice","FizzyLeaf","brand_qm_fizzyleaf","beverages","cat_qm_beverages","drinks_tea_coffee_juice","subcat_qm_drinks_tea_coffee_juice","Ready-to-drink beverage for refreshment, hydration, breakfast or a chilled break.","[""vegetarian""]","[""milk""]","Water, tea leaves, coffee, fruit juice or pulp, sugar, milk or flavouring","[""orange juice"",""drinks"",""fizzyleaf orange juice""]","IN","{""storage"":""ambient"",""serve_chilled"":true,""pack_size"":""750 ml""}","active","4.4","10349","{""energy"":44,""protein"":0.5,""total_sugar"":10,""added_sugar"":8,""total_fat"":0.2}"
"prd_qm_pourhouse_lemonade","Lemonade","PourHouse","brand_qm_pourhouse","beverages","cat_qm_beverages","drinks_tea_coffee_juice","subcat_qm_drinks_tea_coffee_juice","Ready-to-drink beverage for refreshment, hydration, breakfast or a chilled break.","[""vegetarian""]","[""milk""]","Water, tea leaves, coffee, fruit juice or pulp, sugar, milk or flavouring","[""lemonade"",""drinks"",""pourhouse lemonade""]","IN","{""storage"":""ambient"",""serve_chilled"":true,""pack_size"":""750 ml""}","active","4.7","10522","{""energy"":44,""protein"":0.5,""total_sugar"":10,""added_sugar"":8,""total_fat"":0.2}"
"prd_qm_sunsip_electrolyte_orange_drink","Electrolyte Orange Drink","SunSip","brand_qm_sunsip","beverages","cat_qm_beverages","drinks_tea_coffee_juice","subcat_qm_drinks_tea_coffee_juice","Ready-to-drink beverage for refreshment, hydration, breakfast or a chilled break.","[""vegetarian""]","[""milk""]","Water, tea leaves, coffee, fruit juice or pulp, sugar, milk or flavouring","[""electrolyte orange drink"",""drinks"",""sunsip electrolyte orange drink""]","IN","{""storage"":""ambient"",""serve_chilled"":true,""pack_size"":""750 ml""}","active","4.1","10695","{""energy"":44,""protein"":0.5,""total_sugar"":10,""added_sugar"":8,""total_fat"":0.2}"
"prd_qm_greenbasket_robusta_banana","Robusta Banana","GreenBasket","brand_qm_greenbasket","fresh_produce","cat_qm_fresh_produce","fruit_vegetable","subcat_qm_fruit_vegetable","Fresh seasonal produce for snacking, breakfast, salads, smoothies and home cooking.","[""vegetarian"",""vegan"",""gluten_free""]","[]","Fresh fruit or vegetable","[""robusta banana"",""fruit"",""greenbasket robusta banana""]","IN","{""storage"":""ambient"",""sold_by"":""weight"",""fresh_product"":true,""pack_size"":""1 kg""}","active","4.4","10868","{""energy"":40,""protein"":1.5,""total_sugar"":5,""added_sugar"":0,""total_fat"":0.3,""fiber"":2.5}"
"prd_qm_dailyharvest_alphonso_mango","Alphonso Mango","DailyHarvest","brand_qm_dailyharvest","fresh_produce","cat_qm_fresh_produce","fruit_vegetable","subcat_qm_fruit_vegetable","Fresh seasonal produce for snacking, breakfast, salads, smoothies and home cooking.","[""vegetarian"",""vegan"",""gluten_free""]","[]","Fresh fruit or vegetable","[""alphonso mango"",""fruit"",""dailyharvest alphonso mango""]","IN","{""storage"":""ambient"",""sold_by"":""weight"",""fresh_product"":true,""pack_size"":""500 g""}","active","4.7","11041","{""energy"":40,""protein"":1.5,""total_sugar"":5,""added_sugar"":0,""total_fat"":0.3,""fiber"":2.5}"
"prd_qm_freshroute_kesar_mango","Kesar Mango","FreshRoute","brand_qm_freshroute","fresh_produce","cat_qm_fresh_produce","fruit_vegetable","subcat_qm_fruit_vegetable","Fresh seasonal produce for snacking, breakfast, salads, smoothies and home cooking.","[""vegetarian"",""vegan"",""gluten_free""]","[]","Fresh fruit or vegetable","[""kesar mango"",""fruit"",""freshroute kesar mango""]","IN","{""storage"":""ambient"",""sold_by"":""weight"",""fresh_product"":true,""pack_size"":""1 kg""}","active","4.1","11214","{""energy"":40,""protein"":1.5,""total_sugar"":5,""added_sugar"":0,""total_fat"":0.3,""fiber"":2.5}"
"prd_qm_greenbasket_red_delicious_apple","Red Delicious Apple","GreenBasket","brand_qm_greenbasket","fresh_produce","cat_qm_fresh_produce","fruit_vegetable","subcat_qm_fruit_vegetable","Fresh seasonal produce for snacking, breakfast, salads, smoothies and home cooking.","[""vegetarian"",""vegan"",""gluten_free""]","[]","Fresh fruit or vegetable","[""red delicious apple"",""fruit"",""greenbasket red delicious apple""]","IN","{""storage"":""ambient"",""sold_by"":""weight"",""fresh_product"":true,""pack_size"":""500 g""}","active","4.4","11387","{""energy"":40,""protein"":1.5,""total_sugar"":5,""added_sugar"":0,""total_fat"":0.3,""fiber"":2.5}"
"prd_qm_dailyharvest_green_apple","Green Apple","DailyHarvest","brand_qm_dailyharvest","fresh_produce","cat_qm_fresh_produce","fruit_vegetable","subcat_qm_fruit_vegetable","Fresh seasonal produce for snacking, breakfast, salads, smoothies and home cooking.","[""vegetarian"",""vegan"",""gluten_free""]","[]","Fresh fruit or vegetable","[""green apple"",""fruit"",""dailyharvest green apple""]","IN","{""storage"":""ambient"",""sold_by"":""weight"",""fresh_product"":true,""pack_size"":""1 kg""}","active","4.7","11560","{""energy"":40,""protein"":1.5,""total_sugar"":5,""added_sugar"":0,""total_fat"":0.3,""fiber"":2.5}"
"prd_qm_freshroute_nagpur_orange","Nagpur Orange","FreshRoute","brand_qm_freshroute","fresh_produce","cat_qm_fresh_produce","fruit_vegetable","subcat_qm_fruit_vegetable","Fresh seasonal produce for snacking, breakfast, salads, smoothies and home cooking.","[""vegetarian"",""vegan"",""gluten_free""]","[]","Fresh fruit or vegetable","[""nagpur orange"",""fruit"",""freshroute nagpur orange""]","IN","{""storage"":""ambient"",""sold_by"":""weight"",""fresh_product"":true,""pack_size"":""500 g""}","active","4.1","11733","{""energy"":40,""protein"":1.5,""total_sugar"":5,""added_sugar"":0,""total_fat"":0.3,""fiber"":2.5}"
"prd_qm_greenbasket_sweet_lime","Sweet Lime","GreenBasket","brand_qm_greenbasket","fresh_produce","cat_qm_fresh_produce","fruit_vegetable","subcat_qm_fruit_vegetable","Fresh seasonal produce for snacking, breakfast, salads, smoothies and home cooking.","[""vegetarian"",""vegan"",""gluten_free""]","[]","Fresh fruit or vegetable","[""sweet lime"",""fruit"",""greenbasket sweet lime""]","IN","{""storage"":""ambient"",""sold_by"":""weight"",""fresh_product"":true,""pack_size"":""1 kg""}","active","4.4","11906","{""energy"":40,""protein"":1.5,""total_sugar"":5,""added_sugar"":0,""total_fat"":0.3,""fiber"":2.5}"
"prd_qm_dailyharvest_papaya","Papaya","DailyHarvest","brand_qm_dailyharvest","fresh_produce","cat_qm_fresh_produce","fruit_vegetable","subcat_qm_fruit_vegetable","Fresh seasonal produce for snacking, breakfast, salads, smoothies and home cooking.","[""vegetarian"",""vegan"",""gluten_free""]","[]","Fresh fruit or vegetable","[""papaya"",""fruit"",""dailyharvest papaya""]","IN","{""storage"":""ambient"",""sold_by"":""weight"",""fresh_product"":true,""pack_size"":""500 g""}","active","4.7","12079","{""energy"":40,""protein"":1.5,""total_sugar"":5,""added_sugar"":0,""total_fat"":0.3,""fiber"":2.5}"
"prd_qm_freshroute_pomegranate","Pomegranate","FreshRoute","brand_qm_freshroute","fresh_produce","cat_qm_fresh_produce","fruit_vegetable","subcat_qm_fruit_vegetable","Fresh seasonal produce for snacking, breakfast, salads, smoothies and home cooking.","[""vegetarian"",""vegan"",""gluten_free""]","[]","Fresh fruit or vegetable","[""pomegranate"",""fruit"",""freshroute pomegranate""]","IN","{""storage"":""ambient"",""sold_by"":""weight"",""fresh_product"":true,""pack_size"":""1 kg""}","active","4.1","12252","{""energy"":40,""protein"":1.5,""total_sugar"":5,""added_sugar"":0,""total_fat"":0.3,""fiber"":2.5}"
"prd_qm_greenbasket_green_grapes","Green Grapes","GreenBasket","brand_qm_greenbasket","fresh_produce","cat_qm_fresh_produce","fruit_vegetable","subcat_qm_fruit_vegetable","Fresh seasonal produce for snacking, breakfast, salads, smoothies and home cooking.","[""vegetarian"",""vegan"",""gluten_free""]","[]","Fresh fruit or vegetable","[""green grapes"",""fruit"",""greenbasket green grapes""]","IN","{""storage"":""ambient"",""sold_by"":""weight"",""fresh_product"":true,""pack_size"":""500 g""}","active","4.4","12425","{""energy"":40,""protein"":1.5,""total_sugar"":5,""added_sugar"":0,""total_fat"":0.3,""fiber"":2.5}"
"prd_qm_dailyharvest_black_grapes","Black Grapes","DailyHarvest","brand_qm_dailyharvest","fresh_produce","cat_qm_fresh_produce","fruit_vegetable","subcat_qm_fruit_vegetable","Fresh seasonal produce for snacking, breakfast, salads, smoothies and home cooking.","[""vegetarian"",""vegan"",""gluten_free""]","[]","Fresh fruit or vegetable","[""black grapes"",""fruit"",""dailyharvest black grapes""]","IN","{""storage"":""ambient"",""sold_by"":""weight"",""fresh_product"":true,""pack_size"":""1 kg""}","active","4.7","12598","{""energy"":40,""protein"":1.5,""total_sugar"":5,""added_sugar"":0,""total_fat"":0.3,""fiber"":2.5}"
"prd_qm_freshroute_guava","Guava","FreshRoute","brand_qm_freshroute","fresh_produce","cat_qm_fresh_produce","fruit_vegetable","subcat_qm_fruit_vegetable","Fresh seasonal produce for snacking, breakfast, salads, smoothies and home cooking.","[""vegetarian"",""vegan"",""gluten_free""]","[]","Fresh fruit or vegetable","[""guava"",""fruit"",""freshroute guava""]","IN","{""storage"":""ambient"",""sold_by"":""weight"",""fresh_product"":true,""pack_size"":""500 g""}","active","4.1","12771","{""energy"":40,""protein"":1.5,""total_sugar"":5,""added_sugar"":0,""total_fat"":0.3,""fiber"":2.5}"
"prd_qm_greenbasket_pineapple","Pineapple","GreenBasket","brand_qm_greenbasket","fresh_produce","cat_qm_fresh_produce","fruit_vegetable","subcat_qm_fruit_vegetable","Fresh seasonal produce for snacking, breakfast, salads, smoothies and home cooking.","[""vegetarian"",""vegan"",""gluten_free""]","[]","Fresh fruit or vegetable","[""pineapple"",""fruit"",""greenbasket pineapple""]","IN","{""storage"":""ambient"",""sold_by"":""weight"",""fresh_product"":true,""pack_size"":""1 kg""}","active","4.4","12944","{""energy"":40,""protein"":1.5,""total_sugar"":5,""added_sugar"":0,""total_fat"":0.3,""fiber"":2.5}"
"prd_qm_dailyharvest_watermelon","Watermelon","DailyHarvest","brand_qm_dailyharvest","fresh_produce","cat_qm_fresh_produce","fruit_vegetable","subcat_qm_fruit_vegetable","Fresh seasonal produce for snacking, breakfast, salads, smoothies and home cooking.","[""vegetarian"",""vegan"",""gluten_free""]","[]","Fresh fruit or vegetable","[""watermelon"",""fruit"",""dailyharvest watermelon""]","IN","{""storage"":""ambient"",""sold_by"":""weight"",""fresh_product"":true,""pack_size"":""500 g""}","active","4.7","317","{""energy"":40,""protein"":1.5,""total_sugar"":5,""added_sugar"":0,""total_fat"":0.3,""fiber"":2.5}"
"prd_qm_freshroute_muskmelon","Muskmelon","FreshRoute","brand_qm_freshroute","fresh_produce","cat_qm_fresh_produce","fruit_vegetable","subcat_qm_fruit_vegetable","Fresh seasonal produce for snacking, breakfast, salads, smoothies and home cooking.","[""vegetarian"",""vegan"",""gluten_free""]","[]","Fresh fruit or vegetable","[""muskmelon"",""fruit"",""freshroute muskmelon""]","IN","{""storage"":""ambient"",""sold_by"":""weight"",""fresh_product"":true,""pack_size"":""1 kg""}","active","4.1","490","{""energy"":40,""protein"":1.5,""total_sugar"":5,""added_sugar"":0,""total_fat"":0.3,""fiber"":2.5}"
"prd_qm_greenbasket_kiwi","Kiwi","GreenBasket","brand_qm_greenbasket","fresh_produce","cat_qm_fresh_produce","fruit_vegetable","subcat_qm_fruit_vegetable","Fresh seasonal produce for snacking, breakfast, salads, smoothies and home cooking.","[""vegetarian"",""vegan"",""gluten_free""]","[]","Fresh fruit or vegetable","[""kiwi"",""fruit"",""greenbasket kiwi""]","IN","{""storage"":""ambient"",""sold_by"":""weight"",""fresh_product"":true,""pack_size"":""500 g""}","active","4.4","663","{""energy"":40,""protein"":1.5,""total_sugar"":5,""added_sugar"":0,""total_fat"":0.3,""fiber"":2.5}"
"prd_qm_dailyharvest_pear","Pear","DailyHarvest","brand_qm_dailyharvest","fresh_produce","cat_qm_fresh_produce","fruit_vegetable","subcat_qm_fruit_vegetable","Fresh seasonal produce for snacking, breakfast, salads, smoothies and home cooking.","[""vegetarian"",""vegan"",""gluten_free""]","[]","Fresh fruit or vegetable","[""pear"",""fruit"",""dailyharvest pear""]","IN","{""storage"":""ambient"",""sold_by"":""weight"",""fresh_product"":true,""pack_size"":""1 kg""}","active","4.7","836","{""energy"":40,""protein"":1.5,""total_sugar"":5,""added_sugar"":0,""total_fat"":0.3,""fiber"":2.5}"
"prd_qm_freshroute_dragon_fruit","Dragon Fruit","FreshRoute","brand_qm_freshroute","fresh_produce","cat_qm_fresh_produce","fruit_vegetable","subcat_qm_fruit_vegetable","Fresh seasonal produce for snacking, breakfast, salads, smoothies and home cooking.","[""vegetarian"",""vegan"",""gluten_free""]","[]","Fresh fruit or vegetable","[""dragon fruit"",""fruit"",""freshroute dragon fruit""]","IN","{""storage"":""ambient"",""sold_by"":""weight"",""fresh_product"":true,""pack_size"":""500 g""}","active","4.1","1009","{""energy"":40,""protein"":1.5,""total_sugar"":5,""added_sugar"":0,""total_fat"":0.3,""fiber"":2.5}"
"prd_qm_greenbasket_tender_coconut","Tender Coconut","GreenBasket","brand_qm_greenbasket","fresh_produce","cat_qm_fresh_produce","fruit_vegetable","subcat_qm_fruit_vegetable","Fresh seasonal produce for snacking, breakfast, salads, smoothies and home cooking.","[""vegetarian"",""vegan"",""gluten_free""]","[]","Fresh fruit or vegetable","[""tender coconut"",""fruit"",""greenbasket tender coconut""]","IN","{""storage"":""ambient"",""sold_by"":""weight"",""fresh_product"":true,""pack_size"":""1 kg""}","active","4.4","1182","{""energy"":40,""protein"":1.5,""total_sugar"":5,""added_sugar"":0,""total_fat"":0.3,""fiber"":2.5}"
"prd_qm_dailyharvest_strawberry","Strawberry","DailyHarvest","brand_qm_dailyharvest","fresh_produce","cat_qm_fresh_produce","fruit_vegetable","subcat_qm_fruit_vegetable","Fresh seasonal produce for snacking, breakfast, salads, smoothies and home cooking.","[""vegetarian"",""vegan"",""gluten_free""]","[]","Fresh fruit or vegetable","[""strawberry"",""fruit"",""dailyharvest strawberry""]","IN","{""storage"":""ambient"",""sold_by"":""weight"",""fresh_product"":true,""pack_size"":""500 g""}","active","4.7","1355","{""energy"":40,""protein"":1.5,""total_sugar"":5,""added_sugar"":0,""total_fat"":0.3,""fiber"":2.5}"
"prd_qm_freshroute_blueberry","Blueberry","FreshRoute","brand_qm_freshroute","fresh_produce","cat_qm_fresh_produce","fruit_vegetable","subcat_qm_fruit_vegetable","Fresh seasonal produce for snacking, breakfast, salads, smoothies and home cooking.","[""vegetarian"",""vegan"",""gluten_free""]","[]","Fresh fruit or vegetable","[""blueberry"",""fruit"",""freshroute blueberry""]","IN","{""storage"":""ambient"",""sold_by"":""weight"",""fresh_product"":true,""pack_size"":""1 kg""}","active","4.1","1528","{""energy"":40,""protein"":1.5,""total_sugar"":5,""added_sugar"":0,""total_fat"":0.3,""fiber"":2.5}"
"prd_qm_greenbasket_chikoo","Chikoo","GreenBasket","brand_qm_greenbasket","fresh_produce","cat_qm_fresh_produce","fruit_vegetable","subcat_qm_fruit_vegetable","Fresh seasonal produce for snacking, breakfast, salads, smoothies and home cooking.","[""vegetarian"",""vegan"",""gluten_free""]","[]","Fresh fruit or vegetable","[""chikoo"",""fruit"",""greenbasket chikoo""]","IN","{""storage"":""ambient"",""sold_by"":""weight"",""fresh_product"":true,""pack_size"":""500 g""}","active","4.4","1701","{""energy"":40,""protein"":1.5,""total_sugar"":5,""added_sugar"":0,""total_fat"":0.3,""fiber"":2.5}"
"prd_qm_dailyharvest_plum","Plum","DailyHarvest","brand_qm_dailyharvest","fresh_produce","cat_qm_fresh_produce","fruit_vegetable","subcat_qm_fruit_vegetable","Fresh seasonal produce for snacking, breakfast, salads, smoothies and home cooking.","[""vegetarian"",""vegan"",""gluten_free""]","[]","Fresh fruit or vegetable","[""plum"",""fruit"",""dailyharvest plum""]","IN","{""storage"":""ambient"",""sold_by"":""weight"",""fresh_product"":true,""pack_size"":""1 kg""}","active","4.7","1874","{""energy"":40,""protein"":1.5,""total_sugar"":5,""added_sugar"":0,""total_fat"":0.3,""fiber"":2.5}"
"prd_qm_freshroute_peach","Peach","FreshRoute","brand_qm_freshroute","fresh_produce","cat_qm_fresh_produce","fruit_vegetable","subcat_qm_fruit_vegetable","Fresh seasonal produce for snacking, breakfast, salads, smoothies and home cooking.","[""vegetarian"",""vegan"",""gluten_free""]","[]","Fresh fruit or vegetable","[""peach"",""fruit"",""freshroute peach""]","IN","{""storage"":""ambient"",""sold_by"":""weight"",""fresh_product"":true,""pack_size"":""500 g""}","active","4.1","2047","{""energy"":40,""protein"":1.5,""total_sugar"":5,""added_sugar"":0,""total_fat"":0.3,""fiber"":2.5}"
"prd_qm_greenbasket_litchi","Litchi","GreenBasket","brand_qm_greenbasket","fresh_produce","cat_qm_fresh_produce","fruit_vegetable","subcat_qm_fruit_vegetable","Fresh seasonal produce for snacking, breakfast, salads, smoothies and home cooking.","[""vegetarian"",""vegan"",""gluten_free""]","[]","Fresh fruit or vegetable","[""litchi"",""fruit"",""greenbasket litchi""]","IN","{""storage"":""ambient"",""sold_by"":""weight"",""fresh_product"":true,""pack_size"":""1 kg""}","active","4.4","2220","{""energy"":40,""protein"":1.5,""total_sugar"":5,""added_sugar"":0,""total_fat"":0.3,""fiber"":2.5}"
"prd_qm_dailyharvest_avocado","Avocado","DailyHarvest","brand_qm_dailyharvest","fresh_produce","cat_qm_fresh_produce","fruit_vegetable","subcat_qm_fruit_vegetable","Fresh seasonal produce for snacking, breakfast, salads, smoothies and home cooking.","[""vegetarian"",""vegan"",""gluten_free""]","[]","Fresh fruit or vegetable","[""avocado"",""fruit"",""dailyharvest avocado""]","IN","{""storage"":""ambient"",""sold_by"":""weight"",""fresh_product"":true,""pack_size"":""500 g""}","active","4.7","2393","{""energy"":40,""protein"":1.5,""total_sugar"":5,""added_sugar"":0,""total_fat"":0.3,""fiber"":2.5}"
